Patient_ID,First_Name,Last_Name,Gender,Age,Date_of_Birth,Blood_Group,Marital_Status,Phone_Number,Email,Address,City,State,Country,Pincode,Height_cm,Weight_kg,BMI,Smoking_Status,Alcohol_Consumption,Chronic_Condition,Primary_Doctor_ID,Insurance_Provider,Insurance_Policy_No,Registration_Date
P14031,Pooja,Verma,Male,35,1990-11-29,B-,Single,9909997710,user14031@mail.com,Local Address,Navi Mumbai,Maharashtra,India,407821,152,64,27.7,No,No,Hypertension,D104,ICICI Lombard,POL200386,2020-10-31
P14032,Anjali,Gupta,Male,53,1972-09-30,AB+,Married,9328056249,user14032@mail.com,Local Address,Nagpur,Maharashtra,India,400648,162,89,33.9,No,Occasionally,Diabetes,D110,Reliance General,POL794317,2021-09-24
P14033,Rohan,Mehta,Female,30,1995-08-06,AB+,Single,9711380856,user14033@mail.com,Local Address,Navi Mumbai,Maharashtra,India,405635,166,63,22.9,Yes,No,Hypertension,D108,New India Assurance,POL416866,2021-03-06
P14034,Rahul,Iyer,Male,46,1979-06-28,B+,Married,9850391047,user14034@mail.com,Local Address,Nagpur,Maharashtra,India,404914,156,77,31.6,Yes,No,Asthma,D103,ICICI Lombard,POL903841,2023-07-09
P14035,Pooja,Sharma,Male,54,1971-01-20,AB-,Single,9724540225,user14035@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401114,179,51,15.9,Yes,Occasionally,Asthma,D107,Star Health,POL933721,2021-04-27
P14036,Rohan,Joshi,Female,44,1981-01-28,A+,Single,9147317012,user14036@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401755,162,65,24.8,Yes,Occasionally,None,D106,Star Health,POL256249,2023-10-11
P14037,Anjali,Iyer,Female,33,1992-02-23,A-,Single,9755772833,user14037@mail.com,Local Address,Nashik,Maharashtra,India,405405,152,54,23.4,No,Occasionally,Diabetes,D101,Star Health,POL282193,2023-11-20
P14038,Sneha,Nair,Female,34,1991-10-31,A+,Single,9361404230,user14038@mail.com,Local Address,Nagpur,Maharashtra,India,406459,178,63,19.9,No,No,Diabetes,D102,New India Assurance,POL780125,2023-02-08
P14039,Neha,Gupta,Male,37,1988-11-08,B-,Single,9651355242,user14039@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410213,166,72,26.1,Yes,No,Hypertension,D103,New India Assurance,POL601167,2021-04-04
P14040,Suresh,Joshi,Female,57,1968-02-21,AB-,Single,9272273827,user14040@mail.com,Local Address,Navi Mumbai,Maharashtra,India,410270,155,79,32.9,No,No,Thyroid,D106,ICICI Lombard,POL423360,2021-08-15
P14041,Neha,Kulkarni,Female,38,1987-01-02,AB+,Single,9924073022,user14041@mail.com,Local Address,Nagpur,Maharashtra,India,408524,159,58,22.9,Yes,No,Asthma,D107,Star Health,POL647218,2021-01-19
P14042,Rohan,Patil,Female,32,1993-09-01,A-,Married,9907113276,user14042@mail.com,Local Address,Mumbai,Maharashtra,India,410296,157,58,23.5,Yes,Occasionally,Diabetes,D104,New India Assurance,POL657387,2020-06-25
P14043,Rahul,Iyer,Female,51,1974-06-09,A+,Married,9366686202,user14043@mail.com,Local Address,Nashik,Maharashtra,India,401697,178,72,22.7,No,No,Asthma,D100,ICICI Lombard,POL349096,2021-09-10
P14044,Amit,Patil,Male,44,1981-05-14,A-,Single,9499911529,user14044@mail.com,Local Address,Navi Mumbai,Maharashtra,India,409435,180,70,21.6,No,No,None,D102,New India Assurance,POL983452,2022-08-21
P14045,Rohan,Nair,Male,28,1997-08-03,O+,Married,9878210813,user14045@mail.com,Local Address,Mumbai,Maharashtra,India,404161,173,50,16.7,No,No,Thyroid,D107,Star Health,POL348318,2020-07-09
P14046,Vikas,Mehta,Female,54,1971-08-27,AB+,Single,9567117705,user14046@mail.com,Local Address,Pune,Maharashtra,India,404016,173,61,20.4,Yes,Occasionally,Thyroid,D109,HDFC Ergo,POL729693,2022-11-14
P14047,Pooja,Kulkarni,Male,40,1985-04-15,B-,Married,9974763947,user14047@mail.com,Local Address,Nashik,Maharashtra,India,402973,176,54,17.4,No,No,Thyroid,D102,New India Assurance,POL864187,2022-12-02
P14048,Neha,Patil,Male,56,1969-04-18,AB-,Single,9607834454,user14048@mail.com,Local Address,Navi Mumbai,Maharashtra,India,408302,161,58,22.4,No,No,Asthma,D100,Reliance General,POL546814,2023-04-29
P14049,Suresh,Patil,Female,35,1990-01-04,B-,Single,9134969839,user14049@mail.com,Local Address,Pune,Maharashtra,India,407019,160,81,31.6,No,Occasionally,Thyroid,D103,HDFC Ergo,POL705535,2020-07-02
P14050,Amit,Singh,Female,29,1996-12-02,B-,Married,9568022435,user14050@mail.com,Local Address,Nashik,Maharashtra,India,402489,180,53,16.4,Yes,Occasionally,Asthma,D102,Reliance General,POL873513,2021-01-03
P14051,Anjali,Gupta,Female,53,1972-08-08,O+,Single,9124532149,user14051@mail.com,Local Address,Pune,Maharashtra,India,406166,160,81,31.6,Yes,Occasionally,Diabetes,D100,Reliance General,POL287100,2020-02-12
P14052,Sneha,Gupta,Male,35,1990-03-15,AB-,Single,9735504067,user14052@mail.com,Local Address,Nashik,Maharashtra,India,400809,180,73,22.5,No,Occasionally,Thyroid,D110,Star Health,POL743927,2021-12-29
P14053,Amit,Kulkarni,Male,58,1967-02-25,B+,Single,9712419608,user14053@mail.com,Local Address,Pune,Maharashtra,India,404802,161,54,20.8,No,Occasionally,None,D107,HDFC Ergo,POL383399,2022-01-05
P14054,Anjali,Kulkarni,Male,40,1985-01-02,O-,Single,9310643172,user14054@mail.com,Local Address,Nashik,Maharashtra,India,408618,159,57,22.5,No,Occasionally,None,D105,Star Health,POL950503,2023-03-04
P14055,Neha,Patil,Male,29,1996-11-27,B-,Single,9174702517,user14055@mail.com,Local Address,Pune,Maharashtra,India,407879,177,71,22.7,Yes,No,Thyroid,D106,HDFC Ergo,POL957385,2023-05-19
P14056,Rohan,Gupta,Male,49,1976-07-30,A+,Married,9660398242,user14056@mail.com,Local Address,Nashik,Maharashtra,India,411072,153,76,32.5,No,No,Hypertension,D104,HDFC Ergo,POL217691,2022-12-12
P14057,Neha,Kulkarni,Female,38,1987-11-15,O-,Married,9486294166,user14057@mail.com,Local Address,Mumbai,Maharashtra,India,404819,164,78,29.0,Yes,Occasionally,Hypertension,D107,HDFC Ergo,POL161141,2023-02-04
P14058,Neha,Singh,Male,38,1987-08-08,A-,Married,9385550637,user14058@mail.com,Local Address,Nagpur,Maharashtra,India,400810,171,58,19.8,No,No,Asthma,D110,Star Health,POL202637,2022-11-05
P14059,Kavita,Joshi,Female,40,1985-06-03,AB-,Married,9125996226,user14059@mail.com,Local Address,Nagpur,Maharashtra,India,407413,153,50,21.4,No,No,None,D100,HDFC Ergo,POL911406,2023-08-04
P14060,Suresh,Sharma,Male,48,1977-02-16,B+,Single,9393027553,user14060@mail.com,Local Address,Pune,Maharashtra,India,403542,174,72,23.8,Yes,Occasionally,Asthma,D103,ICICI Lombard,POL521402,2020-08-19
P14061,Amit,Verma,Male,49,1976-10-24,O-,Married,9809608794,user14061@mail.com,Local Address,Pune,Maharashtra,India,410779,176,75,24.2,Yes,No,Diabetes,D108,Star Health,POL125361,2020-10-10
P14062,Suresh,Gupta,Male,41,1984-01-27,AB+,Married,9077556983,user14062@mail.com,Local Address,Navi Mumbai,Maharashtra,India,408438,169,84,29.4,No,Occasionally,Thyroid,D101,New India Assurance,POL963378,2023-09-19
P14063,Rahul,Mehta,Female,60,1965-09-07,O+,Single,9937326558,user14063@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403442,160,72,28.1,No,Occasionally,Diabetes,D105,Star Health,POL161921,2021-02-11
P14064,Neha,Iyer,Male,38,1987-07-31,AB-,Single,9122561863,user14064@mail.com,Local Address,Nashik,Maharashtra,India,406298,169,56,19.6,Yes,No,Thyroid,D110,New India Assurance,POL398719,2022-06-17
P14065,Amit,Singh,Male,53,1972-07-18,A+,Single,9043020736,user14065@mail.com,Local Address,Nagpur,Maharashtra,India,400202,162,61,23.2,No,Occasionally,Diabetes,D103,Reliance General,POL934596,2020-09-15
P14066,Rahul,Sharma,Female,60,1965-05-18,A-,Married,9287157780,user14066@mail.com,Local Address,Mumbai,Maharashtra,India,403751,162,72,27.4,Yes,Occasionally,Thyroid,D100,Reliance General,POL157477,2023-02-27
P14067,Suresh,Patil,Female,57,1968-04-10,A+,Married,9641458974,user14067@mail.com,Local Address,Pune,Maharashtra,India,403665,170,78,27.0,No,No,Diabetes,D101,HDFC Ergo,POL143950,2022-04-06
P14068,Kavita,Iyer,Male,55,1970-03-20,A-,Single,9076743448,user14068@mail.com,Local Address,Nashik,Maharashtra,India,403156,173,90,30.1,Yes,Occasionally,Hypertension,D102,Star Health,POL259213,2022-09-22
P14069,Suresh,Sharma,Female,35,1990-07-21,A-,Married,9763045360,user14069@mail.com,Local Address,Mumbai,Maharashtra,India,410516,162,56,21.3,No,No,Diabetes,D107,HDFC Ergo,POL396910,2020-11-22
P14070,Rahul,Gupta,Male,48,1977-01-30,AB+,Married,9354856282,user14070@mail.com,Local Address,Nagpur,Maharashtra,India,409382,171,72,24.6,No,Occasionally,Thyroid,D109,New India Assurance,POL251725,2020-10-25
P14071,Anjali,Gupta,Female,56,1969-10-16,O+,Married,9382562515,user14071@mail.com,Local Address,Nagpur,Maharashtra,India,405038,175,53,17.3,No,Occasionally,Asthma,D110,New India Assurance,POL460999,2020-08-08
P14072,Rahul,Gupta,Female,49,1976-05-19,B-,Married,9876835844,user14072@mail.com,Local Address,Mumbai,Maharashtra,India,404631,164,83,30.9,Yes,No,None,D102,HDFC Ergo,POL852195,2022-02-04
P14073,Suresh,Verma,Male,48,1977-12-14,O+,Married,9322065070,user14073@mail.com,Local Address,Nashik,Maharashtra,India,408730,179,73,22.8,Yes,No,Asthma,D102,ICICI Lombard,POL808542,2021-05-07
P14074,Anjali,Sharma,Male,57,1968-11-11,O+,Married,9428309375,user14074@mail.com,Local Address,Mumbai,Maharashtra,India,407822,177,74,23.6,Yes,No,Hypertension,D110,Reliance General,POL686915,2021-06-20
P14075,Suresh,Mehta,Male,38,1987-07-21,AB-,Married,9274946085,user14075@mail.com,Local Address,Mumbai,Maharashtra,India,404515,179,80,25.0,No,No,Asthma,D101,HDFC Ergo,POL524307,2020-01-15
P14076,Vikas,Joshi,Female,54,1971-01-14,O+,Married,9769821040,user14076@mail.com,Local Address,Mumbai,Maharashtra,India,408658,179,69,21.5,No,No,Thyroid,D103,Reliance General,POL243518,2023-12-06
P14077,Anjali,Patil,Male,49,1976-04-07,A+,Married,9663840517,user14077@mail.com,Local Address,Nagpur,Maharashtra,India,408338,169,69,24.2,No,Occasionally,Diabetes,D102,New India Assurance,POL152361,2022-02-03
P14078,Neha,Gupta,Male,42,1983-04-19,AB-,Married,9037005897,user14078@mail.com,Local Address,Nagpur,Maharashtra,India,409267,169,72,25.2,Yes,Occasionally,None,D100,ICICI Lombard,POL130959,2021-08-21
P14079,Neha,Singh,Female,54,1971-10-14,B+,Married,9064764479,user14079@mail.com,Local Address,Pune,Maharashtra,India,405671,174,60,19.8,Yes,Occasionally,Diabetes,D101,Reliance General,POL515760,2023-11-24
P14080,Vikas,Iyer,Female,53,1972-07-10,A+,Single,9979348362,user14080@mail.com,Local Address,Nashik,Maharashtra,India,407623,169,76,26.6,Yes,Occasionally,Thyroid,D106,Star Health,POL944135,2023-12-11
P14081,Anjali,Joshi,Female,32,1993-05-12,AB+,Single,9507626170,user14081@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400281,168,59,20.9,Yes,No,Diabetes,D102,HDFC Ergo,POL164383,2023-07-17
P14082,Suresh,Joshi,Female,35,1990-11-24,AB-,Single,9724712842,user14082@mail.com,Local Address,Mumbai,Maharashtra,India,400217,165,76,27.9,No,Occasionally,Hypertension,D101,Reliance General,POL599603,2022-02-28
P14083,Neha,Singh,Female,36,1989-04-23,A+,Single,9708263737,user14083@mail.com,Local Address,Nashik,Maharashtra,India,405050,153,62,26.5,No,Occasionally,Asthma,D102,ICICI Lombard,POL660314,2021-09-10
P14084,Anjali,Joshi,Male,43,1982-12-05,O-,Single,9578214141,user14084@mail.com,Local Address,Nashik,Maharashtra,India,405291,175,63,20.6,Yes,Occasionally,Thyroid,D106,New India Assurance,POL613857,2023-02-28
P14085,Anjali,Gupta,Female,30,1995-11-15,A+,Married,9324665740,user14085@mail.com,Local Address,Nashik,Maharashtra,India,406393,166,50,18.1,No,No,Asthma,D105,New India Assurance,POL692990,2020-05-31
P14086,Kavita,Singh,Female,50,1975-07-28,O-,Single,9912113563,user14086@mail.com,Local Address,Pune,Maharashtra,India,407158,176,67,21.6,Yes,Occasionally,Hypertension,D100,New India Assurance,POL212496,2023-06-10
P14087,Neha,Singh,Male,44,1981-06-20,O+,Married,9153456910,user14087@mail.com,Local Address,Pune,Maharashtra,India,410800,175,75,24.5,No,No,Hypertension,D108,Reliance General,POL769350,2021-05-06
P14088,Sneha,Mehta,Male,49,1976-01-27,A+,Single,9605052097,user14088@mail.com,Local Address,Nashik,Maharashtra,India,406043,165,70,25.7,No,Occasionally,Diabetes,D106,Reliance General,POL834131,2022-06-10
P14089,Anjali,Mehta,Female,38,1987-10-30,AB+,Single,9927264306,user14089@mail.com,Local Address,Pune,Maharashtra,India,403209,163,85,32.0,No,Occasionally,Asthma,D108,HDFC Ergo,POL734590,2020-03-18
P14090,Neha,Patil,Female,43,1982-02-08,AB-,Married,9244203130,user14090@mail.com,Local Address,Nashik,Maharashtra,India,405288,154,65,27.4,No,No,Asthma,D108,ICICI Lombard,POL766682,2020-03-04
P14091,Rohan,Mehta,Female,45,1980-12-04,B+,Single,9293803014,user14091@mail.com,Local Address,Mumbai,Maharashtra,India,400611,160,67,26.2,Yes,No,Asthma,D107,Star Health,POL249121,2020-08-16
P14092,Vikas,Patil,Male,36,1989-12-11,O+,Single,9613385770,user14092@mail.com,Local Address,Nagpur,Maharashtra,India,402192,163,60,22.6,Yes,No,Asthma,D105,HDFC Ergo,POL858990,2021-10-12
P14093,Rohan,Joshi,Male,34,1991-05-11,O+,Single,9684643468,user14093@mail.com,Local Address,Mumbai,Maharashtra,India,400313,163,74,27.9,No,No,None,D104,ICICI Lombard,POL969960,2021-12-16
P14094,Amit,Kulkarni,Female,44,1981-03-09,B+,Married,9787217856,user14094@mail.com,Local Address,Nagpur,Maharashtra,India,402627,154,71,29.9,No,No,Thyroid,D105,Reliance General,POL844459,2023-08-09
P14095,Rahul,Gupta,Female,56,1969-07-16,AB-,Single,9222578052,user14095@mail.com,Local Address,Nashik,Maharashtra,India,407892,150,75,33.3,No,No,None,D106,Reliance General,POL608654,2022-06-15
P14096,Vikas,Nair,Male,44,1981-05-20,O+,Single,9449707649,user14096@mail.com,Local Address,Nagpur,Maharashtra,India,405074,163,68,25.6,No,No,Thyroid,D101,Reliance General,POL857751,2022-07-05
P14097,Vikas,Kulkarni,Male,35,1990-05-31,A-,Married,9322844498,user14097@mail.com,Local Address,Mumbai,Maharashtra,India,400310,174,61,20.1,Yes,No,Thyroid,D105,HDFC Ergo,POL311567,2023-10-26
P14098,Suresh,Verma,Female,34,1991-04-23,AB+,Single,9501767525,user14098@mail.com,Local Address,Nashik,Maharashtra,India,400815,178,56,17.7,No,Occasionally,Diabetes,D103,Reliance General,POL687267,2022-03-09
P14099,Pooja,Mehta,Male,45,1980-07-12,O+,Single,9828407766,user14099@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400469,156,74,30.4,Yes,Occasionally,Hypertension,D110,HDFC Ergo,POL898683,2020-03-21
P14100,Pooja,Joshi,Female,36,1989-09-24,O+,Married,9007643316,user14100@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400842,156,83,34.1,No,No,Hypertension,D106,Star Health,POL946463,2020-04-23
P14101,Rahul,Nair,Male,42,1983-08-06,A+,Married,9765665054,user14101@mail.com,Local Address,Nagpur,Maharashtra,India,408448,159,68,26.9,No,No,Diabetes,D104,New India Assurance,POL203931,2021-10-01
P14102,Neha,Nair,Male,55,1970-08-25,B+,Married,9754815050,user14102@mail.com,Local Address,Mumbai,Maharashtra,India,404536,161,81,31.2,Yes,Occasionally,Asthma,D106,HDFC Ergo,POL768968,2022-10-19
P14103,Amit,Verma,Female,33,1992-04-03,O-,Married,9956842712,user14103@mail.com,Local Address,Nagpur,Maharashtra,India,409551,168,73,25.9,Yes,No,Asthma,D103,Reliance General,POL464604,2020-07-06
P14104,Amit,Mehta,Female,60,1965-11-25,O-,Married,9228044783,user14104@mail.com,Local Address,Nagpur,Maharashtra,India,409111,171,82,28.0,No,No,Hypertension,D108,HDFC Ergo,POL102593,2021-02-25
P14105,Rohan,Kulkarni,Female,44,1981-02-21,A-,Single,9459105013,user14105@mail.com,Local Address,Mumbai,Maharashtra,India,401303,175,82,26.8,No,No,Asthma,D101,Star Health,POL542221,2022-09-24
P14106,Neha,Singh,Female,59,1966-09-14,O+,Married,9352033358,user14106@mail.com,Local Address,Nagpur,Maharashtra,India,410229,156,56,23.0,Yes,No,Diabetes,D103,ICICI Lombard,POL338279,2022-12-14
P14107,Pooja,Sharma,Female,45,1980-10-04,A+,Single,9813771467,user14107@mail.com,Local Address,Nashik,Maharashtra,India,401207,176,78,25.2,Yes,Occasionally,Diabetes,D103,Star Health,POL893575,2022-10-04
P14108,Amit,Mehta,Female,35,1990-06-24,O+,Single,9345018622,user14108@mail.com,Local Address,Nagpur,Maharashtra,India,409569,178,77,24.3,No,No,Asthma,D102,New India Assurance,POL714351,2020-07-09
P14109,Kavita,Iyer,Female,46,1979-05-27,O-,Married,9226737433,user14109@mail.com,Local Address,Navi Mumbai,Maharashtra,India,403663,175,66,21.6,Yes,No,Hypertension,D104,New India Assurance,POL926597,2022-03-24
P14110,Pooja,Patil,Male,40,1985-12-29,AB+,Single,9138216740,user14110@mail.com,Local Address,Pune,Maharashtra,India,400322,180,79,24.4,Yes,No,Asthma,D105,HDFC Ergo,POL299010,2022-09-09
P14111,Kavita,Nair,Male,38,1987-03-09,B+,Single,9352278904,user14111@mail.com,Local Address,Mumbai,Maharashtra,India,408123,163,65,24.5,No,No,Asthma,D104,Reliance General,POL456502,2023-10-18
P14112,Rahul,Mehta,Female,32,1993-01-25,AB+,Married,9476236236,user14112@mail.com,Local Address,Nashik,Maharashtra,India,409157,162,76,29.0,Yes,Occasionally,Hypertension,D110,New India Assurance,POL564960,2023-11-14
P14113,Pooja,Joshi,Male,46,1979-07-31,O-,Married,9965684483,user14113@mail.com,Local Address,Pune,Maharashtra,India,402010,179,66,20.6,Yes,No,Thyroid,D110,Reliance General,POL144846,2020-04-22
P14114,Anjali,Mehta,Male,33,1992-08-01,A+,Single,9855396401,user14114@mail.com,Local Address,Pune,Maharashtra,India,404808,163,90,33.9,Yes,No,None,D108,New India Assurance,POL746284,2022-04-16
P14115,Rohan,Sharma,Male,41,1984-12-17,O-,Single,9967448861,user14115@mail.com,Local Address,Pune,Maharashtra,India,408457,174,66,21.8,No,No,Asthma,D105,New India Assurance,POL430802,2022-01-20
P14116,Rohan,Iyer,Male,37,1988-03-15,A+,Married,9470816371,user14116@mail.com,Local Address,Navi Mumbai,Maharashtra,India,401075,151,83,36.4,No,Occasionally,Thyroid,D108,HDFC Ergo,POL686320,2023-06-13
P14117,Vikas,Gupta,Female,59,1966-02-05,O+,Single,9677932653,user14117@mail.com,Local Address,Mumbai,Maharashtra,India,402281,170,59,20.4,No,Occasionally,Diabetes,D109,Reliance General,POL736645,2020-05-02
P14118,Sneha,Kulkarni,Female,33,1992-10-17,B-,Married,9567261055,user14118@mail.com,Local Address,Pune,Maharashtra,India,403059,151,84,36.8,Yes,No,Hypertension,D110,New India Assurance,POL864187,2022-01-30
P14119,Suresh,Kulkarni,Female,47,1978-07-05,AB-,Married,9883537338,user14119@mail.com,Local Address,Pune,Maharashtra,India,400018,150,58,25.8,No,Occasionally,Thyroid,D104,Reliance General,POL519376,2022-09-30
P14120,Rahul,Iyer,Female,37,1988-02-11,A+,Married,9731430623,user14120@mail.com,Local Address,Mumbai,Maharashtra,India,400620,172,65,22.0,Yes,No,Diabetes,D104,Star Health,POL310387,2020-11-01
P14121,Pooja,Iyer,Female,48,1977-06-07,O+,Married,9695626036,user14121@mail.com,Local Address,Mumbai,Maharashtra,India,403528,167,54,19.4,Yes,No,Diabetes,D102,HDFC Ergo,POL691955,2022-03-25
P14122,Kavita,Verma,Female,46,1979-01-16,B+,Married,9229174029,user14122@mail.com,Local Address,Nashik,Maharashtra,India,410458,174,53,17.5,No,No,Diabetes,D105,New India Assurance,POL921208,2023-10-31
P14123,Rahul,Gupta,Female,51,1974-04-04,AB-,Married,9913229649,user14123@mail.com,Local Address,Nagpur,Maharashtra,India,405456,175,60,19.6,Yes,No,Hypertension,D108,New India Assurance,POL963279,2022-01-29
P14124,Rohan,Sharma,Female,42,1983-04-10,B+,Married,9737129725,user14124@mail.com,Local Address,Nagpur,Maharashtra,India,408426,169,56,19.6,Yes,Occasionally,Hypertension,D100,HDFC Ergo,POL204673,2023-07-10
P14125,Rahul,Gupta,Male,55,1970-07-11,A+,Married,9745237409,user14125@mail.com,Local Address,Nagpur,Maharashtra,India,401048,165,85,31.2,Yes,Occasionally,Asthma,D102,New India Assurance,POL864012,2022-03-12
P14126,Sneha,Verma,Male,28,1997-01-31,A+,Single,9254943426,user14126@mail.com,Local Address,Navi Mumbai,Maharashtra,India,407596,165,80,29.4,Yes,Occasionally,Thyroid,D100,HDFC Ergo,POL111429,2022-08-03
P14127,Anjali,Patil,Female,59,1966-06-26,AB-,Single,9471311403,user14127@mail.com,Local Address,Pune,Maharashtra,India,405116,165,64,23.5,Yes,No,Hypertension,D103,Reliance General,POL797568,2023-12-15
P14128,Sneha,Joshi,Male,46,1979-01-10,B+,Married,9696312868,user14128@mail.com,Local Address,Navi Mumbai,Maharashtra,India,400599,171,56,19.2,Yes,No,Hypertension,D106,Reliance General,POL565705,2022-04-08
P14129,Amit,Joshi,Male,34,1991-06-26,B-,Single,9976289910,user14129@mail.com,Local Address,Nagpur,Maharashtra,India,407321,178,54,17.0,Yes,Occasionally,Diabetes,D105,New India Assurance,POL381147,2023-06-17
P14130,Amit,Singh,Male,52,1973-03-01,AB+,Married,9251908381,user14130@mail.com,Local Address,Nashik,Maharashtra,India,403297,170,58,20.1,No,No,None,D107,ICICI Lombard,POL799810,2023-09-16
P14131,Kavita,Sharma,Male,55,1970-04-18,B-,Married,9616162066,user14131@mail.com,Local Address,Nagpur,Maharashtra,India,409137,159,66,26.1,No,Occasionally,Diabetes,D109,HDFC Ergo,POL256811,2022-01-19
P14132,Kavita,Singh,Male,59,1966-11-20,A-,Single,9524469629,user14132@mail.com,Local Address,Nashik,Maharashtra,India,400850,151,90,39.5,Yes,Occasionally,Thyroid,D107,HDFC Ergo,POL593796,2020-01-24
